                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    472,                0.29595,                0.21153,                0.96926,                0.96324,                 0.9101,                0.94816,                0.85447,                0.55822,                0.34379,                0.87926,             0.00011239,             0.00011239,             0.00011239
                    473,                0.22667,                0.19024,                0.83882,                0.96312,                0.90883,                0.94838,                0.85137,                 0.5594,                0.34593,                 0.8791,             0.00010909,             0.00010909,             0.00010909
                    474,                0.20834,                0.18271,                0.83158,                0.96301,                0.91087,                0.94909,                0.84601,                0.56695,                0.35153,                0.88103,             0.00010579,             0.00010579,             0.00010579
                    475,                 0.2314,                0.19683,                0.82958,                0.95967,                 0.9089,                0.94864,                0.84188,                0.56933,                0.35542,                0.88246,             0.00010249,             0.00010249,             0.00010249
                    476,                0.25053,                0.19409,                0.85793,                0.96113,                 0.9089,                0.94618,                0.84572,                0.57351,                0.35971,                0.88458,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    477,                 0.2071,                0.18959,                0.85527,                0.96255,                 0.9089,                0.94748,                0.84963,                0.57335,                0.36389,                0.88543,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    478,                 0.1943,                0.16679,                0.82346,                0.96309,                0.90774,                0.94728,                0.84458,                0.57461,                0.36823,                0.88658,             9.2585e-05,             9.2585e-05,             9.2585e-05
                    479,                0.22242,                0.19055,                0.85474,                0.95883,                 0.9089,                0.94748,                0.84978,                0.57364,                0.36496,                0.88676,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    480,                0.21962,                0.18526,                0.83456,                0.91286,                0.94154,                0.94774,                0.84764,                0.57181,                0.36211,                0.88655,             8.5984e-05,             8.5984e-05,             8.5984e-05
                    481,                0.22251,                0.18821,                0.82727,                0.91294,                0.94182,                0.94798,                0.84558,                0.56989,                0.36228,                0.88671,             8.2683e-05,             8.2683e-05,             8.2683e-05
